M1.D_b.cs Time [a],H,CA,HCO3,CO3,CO2aq,zsat,zcc,zsnow,Fburial,B,BNS,BDS_under,BDS_resp,BDS,BCC,BPDC,BD,Omega
5800.0,1.448191651527792e-08,0.002335116608521933,0.0021688466018122943,8.313500335481927e-05,2.8490180423249196e-05,3499.0,4621.0,4621.0,10367680693618.938,60000000000000.0,10306688550000.057,13107221414985.514,5244832490428.35,18352053905413.863,20973576850967.145,0.0,49632319306381.06,1.2275020562731882
6000.0,1.4478979633770842e-08,0.002335090582854478,0.0021687911056903993,8.31497385820393e-05,2.8483673860681168e-05,3500.0,4622.0,4622.0,10373389439726.86,60000000000000.0,10315356637641.87,13114544473148.176,5244727521948.42,18359271995096.594,20951981927534.68,0.0,49626610560273.14,1.2277196243369681
6200.0,1.4476224198600495e-08,0.002335061737379937,0.0021687349157938378,8.316341079304956e-05,2.8477515423815884e-05,3501.0,4623.0,4623.0,10378646284132.57,60000000000000.0,10324031480825.568,13122995556502.025,5243937945373.287,18366933501875.312,20930388733166.55,0.0,49621353715867.43,1.227921496790828
6400.0,1.4473678450199854e-08,0.0023350297802475295,0.00216867806460217,8.317585782267986e-05,2.847176106942598e-05,3502.0,4623.0,4623.0,10384318173538.766,60000000000000.0,10332713081376.459,13108815832986.535,5243764178931.69,18352580011918.227,20930388733166.55,0.0,49615681826461.234,1.2281052792392448
6600.0,1.4471344249671145e-08,0.0023349949653676655,0.0021686208100122756,8.318707767769498e-05,2.8466417815890604e-05,3502.0,4624.0,4624.0,10388156004398.062,60000000000000.0,10332713081376.459,13120812710169.223,5249520925220.639,18370333635389.86,20908797278835.617,0.0,49611843995601.94,1.2282709422517712
6800.0,1.446923014735552e-08,0.0023349572466443745,0.00216856320255105,8.319702204666237e-05,2.8461503114790305e-05,3503.0,4624.0,4624.0,10392763827807.86,60000000000000.0,10341401441119.85,13109293151644.727,5247744300591.944,18357037452236.67,20908797278835.617,0.0,49607236172192.14,1.2284177725021257
7000.0,1.4467317296333457e-08,0.002334917022672926,0.0021685054129497727,8.320580486157673e-05,2.8456982102546694e-05,3504.0,4625.0,4625.0,10395944826024.688,60000000000000.0,10350096561881.057,13122930359423.559,5243820677155.97,18366751036579.527,20887207575514.73,0.0,49604055173975.31,1.2285474522150288
7200.0,1.4465582502477162e-08,0.002334874822089624,0.002168447685872672,8.321356810847601e-05,2.8452812337508883e-05,3504.0,4625.0,4625.0,10399247095307.758,60000000000000.0,10350096561881.057,13114674686215.867,5248774081080.585,18363448767296.453,20887207575514.73,0.0,49600752904692.24,1.228662077837783
7400.0,1.4463922583818335e-08,0.0023348320057922822,0.0021683901837142336,8.322091103902434e-05,2.8448792975505934e-05,3505.0,4626.0,4626.0,10401815108471.922,60000000000000.0,10358798445485.387,13129842594643.441,5243924217222.501,18373766811865.94,20865619634176.746,0.0,49598184891528.08,1.22877049742019
7600.0,1.446229863938955e-08,0.0023347885799672977,0.002168332496885617,8.322804154084029e-05,2.8444842119200843e-05,3505.0,4626.0,4626.0,10404849208509.04,60000000000000.0,10358798445485.387,13122257344550.656,5248475367278.172,18370732711828.83,20865619634176.746,0.0,49595150791490.96,1.2288757804572759
7800.0,1.4460702043219845e-08,0.0023347444561372397,0.002168274451228825,8.323500245420727e-05,2.844094051401608e-05,3505.0,4626.0,4626.0,10407811146960.25,60000000000000.0,10358798445485.387,13114852498422.625,5252918274954.99,18367770773377.617,20865619634176.746,0.0,49592188853039.75,1.2289785594929012
8000.0,1.4459126941845292e-08,0.002334699666948422,0.0021682160146486444,8.324182614988869e-05,2.8437076224114557e-05,3506.0,4627.0,4627.0,10410158321736.172,60000000000000.0,10367507093758.152,13130570729865.03,5247730388846.108,18378301118711.137,20844033465794.54,0.0,49589841678263.83,1.2290793124867343
8200.0,1.4457643399605848e-08,0.0023346527285845607,0.002168156558619368,8.324808498259644e-05,2.8433378798524466e-05,3506.0,4627.0,4627.0,10412822378992.047,60000000000000.0,10367507093758.152,13123910586725.324,5251726474729.932,18375637061455.258,20844033465794.54,0.0,49587177621007.95,1.2291717251854604
8400.0,1.4456486756786436e-08,0.0023346007165539933,0.002168095885059822,8.325241574708565e-05,2.843030845230631e-05,3506.0,4627.0,4627.0,10414665758596.484,60000000000000.0,10367507093758.152,13119302137714.25,5254491544136.576,18373793681850.83,20844033465794.54,0.0,49585334241403.516,1.2292356696384732
8600.0,1.4455745185891882e-08,0.0023345438941556294,0.0021680351830785575,8.325435553853595e-05,2.842805412354185e-05,3507.0,4627.0,4627.0,10415872001441.125,60000000000000.0,10376222508524.666,13116286530602.658,5247585493637.018,18363872024239.676,20844033465794.54,0.0,49584127998558.875,1.22926431097964
8800.0,1.445542998957563e-08,0.0023344827139406164,0.0021679749948481128,8.325385954625181e-05,2.842664507942739e-05,3507.0,4627.0,4627.0,10415661023682.578,60000000000000.0,10376222508524.666,13116813974999.006,5247269026999.209,18364083001998.215,20844033465794.54,0.0,49584338976317.42,1.2292569875716397
9000.0,1.4455533201218577e-08,0.002334417566344485,0.0021679155979543547,8.325098419506506e-05,2.8426069223491538e-05,3506.0,4627.0,4627.0,10414056421883.758,60000000000000.0,10367507093758.152,13120825479496.062,5253577539067.488,18374403018563.55,20844033465794.54,0.0,49585943578116.24,1.229214532536434
9200.0,1.4456038551385285e-08,0.002334348882774077,0.002167857218464375,8.324583215485091e-05,2.84262974605111e-05,3506.0,4627.0,4627.0,10411863468220.352,60000000000000.0,10367507093758.152,13126307863654.578,5250288108572.379,18376595972226.957,20844033465794.54,0.0,49588136531779.65,1.2291384618116892
9400.0,1.4456914581895982e-08,0.0023342771649348887,0.0021677999846433566,8.323859014576604e-05,2.842726955239118e-05,3506.0,4626.0,4626.9999619153205,10409717662422.469,60000000000000.0,10367507093758.152,13110086209767.082,5247069399875.551,18357155609642.633,20865619634176.746,0.0,49590282337577.53,1.2290315323513596
9600.0,1.4458148691329801e-08,0.0023342024971424727,0.002167743838318293,8.322932941208982e-05,2.842895990313012e-05,3505.0,4626.0,4626.9999619153205,10405397210642.25,60000000000000.0,10358798445485.387,13120887339217.63,5249297370477.987,18370184709695.617,20865619634176.746,0.0,49594602789357.75,1.228894796088998
9800.0,1.4459708879690135e-08,0.002334125460764957,0.002167688975097902,8.321824283352751e-05,2.8431308107486775e-05,3504.0,4625.0,4626.997981582845,10377306687473.086,60000000000000.0,10350096561881.057,13109703441212.107,5251756828082.841,18361460269294.95,20887207575514.73,23928905836.18179,49622693312526.914,1.2287311009253112
10000.0,1.4461304438593499e-08,0.002334051888930334,0.002167637702968847,8.320709298074362e-05,2.843377280768223e-05,3504.0,4625.0,4626.921796447917,10372552142134.703,60000000000000.0,10350096561881.057,13121560534267.623,5244642572249.531,18366203106517.156,20887207575514.73,23940613952.355347,49627447857865.3,1.2285664715072915
10200.0,1.4463467679305952e-08,0.0023339712191874857,0.0021675858995669453,8.319265981027017e-05,2.8437346537351195e-05,3503.0,4624.0,4626.8194402830795,10343017798013.336,60000000000000.0,10341401441119.85,13113930580632.037,5244961843199.558,18358892423831.594,20908797278835.617,47891058199.59893,49656982201986.664,1.2283533633612669
10400.0,1.4467018430625896e-08,0.002333874849636257,0.002167534325155277,8.317026224048999e-05,2.844365105740608e-05,3501.0,4623.0,4626.644494037992,10309684317329.867,60000000000000.0,10324031480825.568,13115709431747.29,5248309620226.129,18364019051973.418,20930388733166.55,71876416704.60088,49690315682670.13,1.2280226595439667
10600.0,1.4472240926399475e-08,0.0023337661821651373,0.0021674891494348953,8.313851636512098e-05,2.845332598680971e-05,3500.0,4622.0,4626.373109312131,10272689730836.781,60000000000000.0,10315356637641.87,13126474767890.625,5237569345102.95,18364044112993.574,20951981927534.68,95927590993.0972,49727310269163.22,1.2275539264505508
10800.0,1.447907582615729e-08,0.0023336496795478365,0.0021674538455187763,8.309791701453014e-05,2.846630016021959e-05,3497.0,4620.0,4625.968472594157,10232126155471.82,60000000000000.0,10289372634040.863,13124588727887.783,5238770033731.821,18363358761619.605,20995173492491.08,119968956376.63383,49767873844528.18,1.226954470333121
11000.0,1.4487650025106978e-08,0.0023335240570220685,0.0021674285229004745,8.304776706079698e-05,2.848282452210969e-05,3494.0,4617.0,4625.46145718597,10140332878426.04,60000000000000.0,10263449381033.465,13108880426083.32,5235238193786.637,18344118619869.957,21059973615883.18,192125504787.3566,49859667121573.96,1.2262139979827833
11200.0,1.4497780912098226e-08,0.0023333932861519012,0.002167414863735004,8.298921120844863e-05,2.8502562294373517e-05,3490.0,4614.0,4624.77841638316,10068526674371.46,60000000000000.0,10228979459432.568,13102991001011.543,5234352655715.101,18337343656726.645,21124788807075.676,240361402393.65195,49931473325628.54,1.2253494111509566
11400.0,1.4509858951517653e-08,0.0023332534384965546,0.0021674132967892264,8.292007085366408e-05,2.85262870341398e-05,3486.0,4611.0,4623.91308070453,9992029613061.383,60000000000000.0,10194617334452.334,13108276641687.797,5226645418654.148,18334922060341.945,21189618769801.402,288812222342.9399,50007970386938.62,1.2243285423923755
11600.0,1.4523955612399997e-08,0.0023331074573029074,0.002167427212955532,8.284012217368766e-05,2.855418431126815e-05,3481.0,4607.0,4622.846367158788,9887290683254.492,60000000000000.0,10151816089257.19,13101932119399.36,5221375927517.449,18323308046916.81,21276081185976.246,361503994595.2604,50112709316745.51,1.2231480869270819
